date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2008-03-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2100,2.16
2008-03-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,800,0.82
2008-03-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,330,0.34
2008-03-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2500,2.57
2008-03-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,800,0.82
2008-03-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,445,0.46
2008-03-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-03-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,680,0.7
2008-03-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,390,0.4
2008-03-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-03-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,700,0.72
2008-03-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,350,0.36
2008-03-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-03-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,800,0.82
2008-03-15,Rakhine,Sittwe,Zedi Pyin,1024,20.58,92.67,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,340,0.35
2008-03-15,Rakhine,Sittwe,Zedi Pyin,1024,20.58,92.67,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-03-15,Rakhine,Sittwe,Zedi Pyin,1024,20.58,92.67,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,800,0.82
2008-03-15,Shan (North),Hopang,Kaung Ming Sang,989,22.97,98.97,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,446.47,0.46
2008-03-15,Shan (North),Hopang,Kaung Ming Sang,989,22.97,98.97,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,1488.23,1.53
2008-03-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,297.65,0.31
2008-03-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,595.29,0.61
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Maize,51,KG,actual,Retail,MMK,333.33,0.34
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,424.24,0.44
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Rice (high quality),247,KG,actual,Retail,MMK,550,0.57
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,350,0.36
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2545.45,2.62
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,pulses and nuts,Soybeans,248,KG,actual,Retail,MMK,1515.15,1.56
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,1090.91,1.12
2008-03-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,909.09,0.94
2008-03-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,cereals and tubers,Maize,51,KG,actual,Retail,MMK,454.55,0.47
2008-03-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,424.24,0.44
2008-03-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,600,0.62
2008-03-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2909.09,2.99
2008-03-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,pulses and nuts,Soybeans,248,KG,actual,Retail,MMK,727.27,0.75
2008-03-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,909.09,0.94
2008-03-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,909.09,0.94
2008-03-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,606.06,0.62
2008-03-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Rice (high quality),247,KG,actual,Retail,MMK,800,0.82
2008-03-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,425,0.44
2008-03-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,pulses and nuts,Soybeans,248,KG,actual,Retail,MMK,848.48,0.87
2008-03-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,545.45,0.56
2008-03-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,386.94,0.4
2008-03-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,1190.58,1.22
2008-03-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,267.88,0.28
2008-03-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,1190.58,1.22
2008-03-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,360,0.37
2008-03-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,MMK,2424.24,2.49
2008-03-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,MMK,3636.36,3.74
2008-03-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,MMK,4848.48,4.99
2008-03-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,303.03,0.31
2008-03-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,320,0.33
2008-03-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,MMK,3272.73,3.37
2008-03-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,MMK,3454.55,3.55
2008-03-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,MMK,3636.36,3.74
2008-03-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,miscellaneous food,Salt,185,KG,actual,Retail,MMK,121.21,0.12
2008-03-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,303.03,0.31
2008-04-15,Kachin,Myitkyina,Sadung,1015,25.39,97.9,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,375,0.39
2008-04-15,Kachin,Myitkyina,Sadung,1015,25.39,97.9,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,650,0.67
2008-04-15,Kachin,Myitkyina,Sadung,1015,25.39,97.9,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,750,0.77
2008-04-15,Magway,Magway,Magway,997,20.15,94.92,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,181.82,0.19
2008-04-15,Magway,Magway,Magway,997,20.15,94.92,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,625,0.64
2008-04-15,Magway,Magway,Magway,997,20.15,94.92,vegetables and fruits,Tomatoes,114,KG,actual,Retail,MMK,121.21,0.12
2008-04-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,363.64,0.37
2008-04-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,625,0.64
2008-04-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,vegetables and fruits,Tomatoes,114,KG,actual,Retail,MMK,606.06,0.62
2008-04-15,Rakhine,Maungdaw,Alel Than Kyaw,977,20.68,92.44,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,480,0.49
2008-04-15,Rakhine,Maungdaw,Alel Than Kyaw,977,20.68,92.44,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2100,2.16
2008-04-15,Rakhine,Maungdaw,Alel Than Kyaw,977,20.68,92.44,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,700,0.72
2008-04-15,Rakhine,Maungdaw,Buthidaung,978,20.87,92.53,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,420,0.43
2008-04-15,Rakhine,Maungdaw,Buthidaung,978,20.87,92.53,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1800,1.85
2008-04-15,Rakhine,Maungdaw,Buthidaung,978,20.87,92.53,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,900,0.93
2008-04-15,Rakhine,Maungdaw,Kyein Chung,993,21.09,92.34,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,480,0.49
2008-04-15,Rakhine,Maungdaw,Kyein Chung,993,21.09,92.34,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2100,2.16
2008-04-15,Rakhine,Maungdaw,Kyein Chung,993,21.09,92.34,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,650,0.67
2008-04-15,Rakhine,Maungdaw,Maungdaw,1002,20.82,92.37,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,450,0.46
2008-04-15,Rakhine,Maungdaw,Maungdaw,1002,20.82,92.37,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-04-15,Rakhine,Maungdaw,Maungdaw,1002,20.82,92.37,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,600,0.62
2008-04-15,Rakhine,Maungdaw,Myin Hlut,1007,20.61,92.52,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,430,0.44
2008-04-15,Rakhine,Maungdaw,Myin Hlut,1007,20.61,92.52,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-04-15,Rakhine,Maungdaw,Myin Hlut,1007,20.61,92.52,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,400,0.41
2008-04-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,390,0.4
2008-04-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1740,1.79
2008-04-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,300,0.31
2008-04-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,400,0.41
2008-04-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1720,1.77
2008-04-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,300,0.31
2008-04-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,500,0.51
2008-04-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2400,2.47
2008-04-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,650,0.67
2008-04-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,500,0.51
2008-04-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2300,2.37
2008-04-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,600,0.62
2008-04-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,420,0.43
2008-04-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1740,1.79
2008-04-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,300,0.31
2008-04-15,Rakhine,Sittwe,Zedi Pyin,1024,20.58,92.67,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,400,0.41
2008-04-15,Rakhine,Sittwe,Zedi Pyin,1024,20.58,92.67,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1740,1.79
2008-04-15,Rakhine,Sittwe,Zedi Pyin,1024,20.58,92.67,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,300,0.31
2008-04-15,Shan (North),Hopang,Kaung Ming Sang,989,22.97,98.97,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,416.7,0.43
2008-04-15,Shan (North),Hopang,Kaung Ming Sang,989,22.97,98.97,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,595.29,0.61
2008-04-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,446.47,0.46
2008-04-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,744.12,0.77
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Maize,51,KG,actual,Retail,MMK,242.42,0.25
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,484.85,0.5
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Rice (high quality),247,KG,actual,Retail,MMK,500,0.51
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,450,0.46
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2424.24,2.49
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,pulses and nuts,Soybeans,248,KG,actual,Retail,MMK,1212.12,1.25
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,363.64,0.37
2008-04-15,Shan (North),Kyaukme,Man Pan,998,22.29,97.78,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,909.09,0.94
2008-04-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,cereals and tubers,Maize,51,KG,actual,Retail,MMK,484.85,0.5
2008-04-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,424.24,0.44
2008-04-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,750,0.77
2008-04-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,oil and fats,Oil (palm),62,L,actual,Retail,MMK,3030.3,3.12
2008-04-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,pulses and nuts,Soybeans,248,KG,actual,Retail,MMK,727.27,0.75
2008-04-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,909.09,0.94
2008-04-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,909.09,0.94
2008-04-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,363.64,0.37
2008-04-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Rice (high quality),247,KG,actual,Retail,MMK,850,0.87
2008-04-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,450,0.46
2008-04-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,miscellaneous food,Salt,185,KG,actual,Retail,MMK,727.27,0.75
2008-04-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,pulses and nuts,Soybeans,248,KG,actual,Retail,MMK,727.27,0.75
2008-04-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,424.24,0.44
2008-04-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,744.12,0.77
2008-04-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,327.41,0.34
2008-04-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,892.94,0.92
2008-04-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,380,0.39
2008-04-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,MMK,2424.24,2.49
2008-04-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,MMK,3636.36,3.74
2008-04-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,MMK,4848.48,4.99
2008-04-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,424.24,0.44
2008-04-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,400,0.41
2008-04-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,"meat, fish and eggs",Meat (beef),141,KG,actual,Retail,MMK,3272.73,3.37
2008-04-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,MMK,4242.42,4.36
2008-04-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,MMK,3636.36,3.74
2008-04-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,miscellaneous food,Salt,185,KG,actual,Retail,MMK,151.52,0.16
2008-04-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,vegetables and fruits,Garlic,105,KG,actual,Retail,MMK,727.27,0.75
2008-05-15,Kachin,Myitkyina,Garayang,982,25.7,97.93,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,400,0.41
2008-05-15,Kachin,Myitkyina,Nam San Yang,1008,24.87,97.52,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,700,0.72
2008-05-15,Kachin,Myitkyina,Nam San Yang,1008,24.87,97.52,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,1300,1.34
2008-05-15,Kachin,Myitkyina,Sadung,1015,25.39,97.9,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,650,0.67
2008-05-15,Kachin,Myitkyina,Sadung,1015,25.39,97.9,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,650,0.67
2008-05-15,Kachin,Myitkyina,Sadung,1015,25.39,97.9,vegetables and fruits,Onions,173,KG,actual,Retail,MMK,750,0.77
2008-05-15,Magway,Magway,Magway,997,20.15,94.92,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,363.64,0.37
2008-05-15,Magway,Magway,Magway,997,20.15,94.92,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,687.5,0.71
2008-05-15,Magway,Magway,Magway,997,20.15,94.92,vegetables and fruits,Tomatoes,114,KG,actual,Retail,MMK,363.64,0.37
2008-05-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,484.85,0.5
2008-05-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,800,0.82
2008-05-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,vegetables and fruits,Tomatoes,114,KG,actual,Retail,MMK,484.85,0.5
2008-05-15,Magway,Pakokku,Pakhangyi,1011,21.54,95.2,cereals and tubers,Potatoes,83,KG,actual,Retail,MMK,363.64,0.37
2008-05-15,Magway,Pakokku,Pakhangyi,1011,21.54,95.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,841.67,0.87
2008-05-15,Magway,Pakokku,Pakhangyi,1011,21.54,95.2,vegetables and fruits,Tomatoes,114,KG,actual,Retail,MMK,606.06,0.62
2008-05-15,Rakhine,Maungdaw,Alel Than Kyaw,977,20.68,92.44,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,480,0.49
2008-05-15,Rakhine,Maungdaw,Alel Than Kyaw,977,20.68,92.44,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2200,2.26
2008-05-15,Rakhine,Maungdaw,Alel Than Kyaw,977,20.68,92.44,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,450,0.46
2008-05-15,Rakhine,Maungdaw,Buthidaung,978,20.87,92.53,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,500,0.51
2008-05-15,Rakhine,Maungdaw,Buthidaung,978,20.87,92.53,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-05-15,Rakhine,Maungdaw,Buthidaung,978,20.87,92.53,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,600,0.62
2008-05-15,Rakhine,Maungdaw,Kyein Chung,993,21.09,92.34,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,500,0.51
2008-05-15,Rakhine,Maungdaw,Kyein Chung,993,21.09,92.34,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-05-15,Rakhine,Maungdaw,Kyein Chung,993,21.09,92.34,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,400,0.41
2008-05-15,Rakhine,Maungdaw,Maungdaw,1002,20.82,92.37,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,460,0.47
2008-05-15,Rakhine,Maungdaw,Maungdaw,1002,20.82,92.37,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-05-15,Rakhine,Maungdaw,Maungdaw,1002,20.82,92.37,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,450,0.46
2008-05-15,Rakhine,Maungdaw,Myin Hlut,1007,20.61,92.52,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,450,0.46
2008-05-15,Rakhine,Maungdaw,Myin Hlut,1007,20.61,92.52,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
2008-05-15,Rakhine,Maungdaw,Myin Hlut,1007,20.61,92.52,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,400,0.41
2008-05-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,500,0.51
2008-05-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2200,2.26
2008-05-15,Rakhine,Maungdaw,Nyaung Chung,1010,20.81,92.4,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,330,0.34
2008-05-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,400,0.41
2008-05-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2200,2.26
2008-05-15,Rakhine,Maungdaw,Taung Bazzar,1017,21.01,92.51,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,325,0.33
2008-05-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,480,0.49
2008-05-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2100,2.16
2008-05-15,Rakhine,Maungdaw,Taung Pyo Let Wai,1018,21.2,92.2,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,400,0.41
2008-05-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,450,0.46
2008-05-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2100,2.16
2008-05-15,Rakhine,Mrauk-U,Kha Mauck Siek,990,20.67,93.26,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,400,0.41
2008-05-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,380,0.39
2008-05-15,Rakhine,Sittwe,Rathedaung,1014,20.48,92.76,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2000,2.06
